   449    126   -323    -99
   425    126   -299    -87
   434    130   -304    -87
   436    122   -314    -96
   441    107   -334   -114
   477    120   -357   -119
   501    121   -380   -130
   496    116   -380   -132
   467    108   -359   -126
   438    117   -321   -102
   438    135   -303    -84
   424    141   -283    -71
   395    137   -258    -61
   381    123   -258    -68
   376    104   -272    -84
   388    100   -288    -94
   409    104   -305   -101
   455    124   -331   -104
   493    141   -352   -106
   497    149   -348   -100
   498    154   -344    -95
   542    177   -365    -94
   568    189   -379    -95
   587    193   -394   -101
   614    201   -413   -106
   646    214   -432   -109
   628    212   -416   -102
   591    201   -390    -95
   577    200   -377    -89
   585    203   -382    -90
   567    183   -384   -101
   574    165   -409   -122
   576    156   -420   -132
   575    144   -431   -144
   557    127   -430   -152
   555    127   -428   -151
   532    113   -419   -153
   529    117   -412   -148
   519    114   -405   -146
   527    107   -420   -157
   542    119   -423   -152
   562    121   -441   -160
   575    112   -463   -176
   602    111   -491   -190
   621    115   -506   -196
   631    120   -511   -196
   609    109   -500   -196
   567     97   -470   -187
   539     91   -448   -179
   504     77   -427   -175
   481     71   -410   -170
   474     59   -415   -178
   472     53   -419   -183
   468     50   -418   -184
   469     53   -416   -182
   462     50   -412   -181
   444     40   -404   -182
   434     34   -400   -183
   426     35   -391   -178
   415     40   -375   -168
   397     41   -356   -158
   379     34   -345   -156
   359     24   -335   -156
   335     25   -310   -143
   321     26   -295   -135
   318     28   -290   -131
   317     31   -286   -128
   317     30   -287   -129
   327     34   -293   -130
   329     35   -294   -130
   346     46   -300   -127
   368     59   -309   -125
   340     42   -298   -128
   430     34   -396   -181
   478     39   -439   -200
   468     48   -420   -186
   503     44   -459   -208
   459     39   -420   -191
   453     45   -408   -182
   576     47   -529   -241
   592     49   -543   -247
   548     50   -498   -224
   498     41   -457   -208
   518     42   -476   -217
   582     48   -534   -243
   597     48   -549   -251
   600     63   -537   -237
   561     84   -477   -197
   639     88   -551   -232
   644    107   -537   -215
   664    116   -548   -216
   665    127   -538   -206
   656    146   -510   -182
   663    159   -504   -173
   639    168   -471   -152
   635    187   -448   -131
   612    185   -427   -121
   610    170   -440   -135
   581    173   -408   -118
   584    184   -400   -108
   513    166   -347    -91
   500    173   -327    -77
   479    131   -348   -109
   477    128   -349   -111
   495    140   -355   -108
   487    151   -336    -93
   525    157   -368   -106
   500    166   -334    -84
   534    188   -346    -79
   602    195   -407   -106
   653    201   -452   -126
   625    222   -403    -91
   612    231   -381    -75
   634    236   -398    -81
   645    226   -419    -97
   624    191   -433   -121
   567    143   -424   -141
   558    108   -450   -171
   548     87   -461   -187
   574     98   -476   -189
   570     95   -475   -190
   578    108   -470   -181
   627    136   -491   -178
   639    153   -486   -167
   628    172   -456   -142
   613    186   -427   -121
   536    169   -367    -99
   464    139   -325    -93
   405    108   -297    -95
   349     77   -272    -98
   333     79   -254    -88
   316     83   -233    -75
   312     84   -228    -72
   314     82   -232    -75
   302     79   -223    -72
   274     82   -192    -55
   276    103   -173    -35
   256    105   -151    -23
   283    129   -154    -13
   293    150   -143      4
   309    161   -148      7
   343    156   -187    -16
   341    137   -204    -34
   339    125   -214    -45
   321    123   -198    -38
   298    122   -176    -27
   279    123   -156    -17
   247    121   -126     -3
   216    116   -100      8
   192    109    -83     13
   188    103    -85      9
   188     95    -93      1
   186     84   -102     -9
   179     75   -104    -15
   184     73   -111    -19
   177     74   -103    -15
   180     84    -96     -6
   177     85    -92     -4
   176     86    -90     -2
   178     87    -91     -2
   174     89    -85      2
   155     81    -74      4
   138     71    -67      2
   133     65    -68     -2
   142     68    -74     -3
   141     76    -65      6
   130     77    -53     12
   116     68    -48     10
   107     58    -49      5
    95     54    -41      7
    85     53    -32     11
    98     53    -45      4
    99     58    -41      9
   116     60    -56      2
   137     76    -61      8
   139     89    -50     20
   156    107    -49     29
   140     92    -48     22
   131     78    -53     13
   137     78    -59     10
   167    103    -64     20
   193    130    -63     34
   216    148    -68     40
   227    155    -72     42
   229    157    -72     43
   209    138    -71     34
   203    134    -69     33
   185    117    -68     25
   173    101    -72     15
   191    110    -81     15
   238    149    -89     30
   258    162    -96     33
   266    165   -101     32
   302    194   -108     43
   344    231   -113     59
   364    250   -114     68
   397    280   -117     82
   435    312   -123     95
   406    283   -123     80
   390    261   -129     66
   393    258   -135     62
   384    246   -138     54
   375    231   -144     44
   382    225   -157     34
   380    215   -165     25
   371    199   -172     14
   352    179   -173      3
   337    151   -186    -18
   333    131   -202    -36
   320    129   -191    -31
   312    137   -175    -19
   306    137   -169    -16
   299    129   -170    -21
   285    123   -162    -20
   276    123   -153    -15
   269    125   -144    -10
   277    126   -151    -13
   270    123   -147    -12
   218    118   -100      9
   226    113   -113      0
   176    107    -69     19
   170    104    -66     19
   165     99    -66     17
   173     99    -74     13
   177     96    -81      8
   170     96    -74     11
   164     94    -70     12
   157     85    -72      7
   145     73    -72      1
   132     62    -70     -4
   138     56    -82    -13
   170     70   -100    -15
   157     71    -86     -8
   133     61    -72     -6
   111     52    -59     -4
   100     47    -53     -3
    75     41    -34      4
    69     39    -30      5
    67     37    -30      4
    64     35    -29      3
    77     37    -40     -2
   108     42    -66    -12
   136     54    -82    -14
   153     55    -98    -22
   146     50    -96    -23
   129     42    -87    -23
   116     40    -76    -18
   132     62    -70     -4
   150     86    -64     11
   167    102    -65     19
   133     64    -69     -3
   132     63    -69     -3
   133     65    -68     -2
   119     63    -56      4
   104     65    -39     13
   103     67    -36     16
   103     65    -38     14
   101     60    -41     10
    99     58    -41      9
    85     58    -27     16
    86     60    -26     17
    88     59    -29     15
   104     57    -47      5
    90     58    -32     13
    79     56    -23     17
    80     53    -27     13
    87     54    -33     11
    82     53    -29     12
    79     54    -25     15
    76     56    -20     18
    85     61    -24     19
    84     58    -26     16
    82     56    -26     15
    69     46    -23     12
    63     37    -26      6
    64     32    -32      0
    67     30    -37     -4
    65     30    -35     -3
    99     29    -70    -21
    95     24    -71    -24
    97     34    -63    -15
   106     61    -45      8
   122     74    -48     13
   135     79    -56     12
   139     84    -55     15
   114     61    -53      4
    84     28    -56    -14
    90     25    -65    -20
   109     37    -72    -18
   117     33    -84    -26
   123     35    -88    -27
   148     63    -85    -11
   147     75    -72      2
   122     69    -53      8
   111     52    -59     -4
   105     43    -62    -10
   113     52    -61     -5
   135     63    -72     -5
   150     60    -90    -15
   189     89   -100     -6
   218    119    -99     10
   235    142    -93     25
   235    145    -90     28
   221    126    -95     16
   211     97   -114     -9
   218     98   -120    -11
   215    109   -106      2
   208    117    -91     13
   201    114    -87     14
   194    111    -83     14
   197    111    -86     13
   210    126    -84     21
   208    127    -81     23
   198    112    -86     13
   197    109    -88     11
   184    104    -80     12
   169    102    -67     18
   156    102    -54     24
   151     89    -62     14
   124     74    -50     12
    90     54    -36      9
    82     45    -37      4
    81     42    -39      2
   105     45    -60     -8
   107     48    -59     -6
    89     53    -36      9
    84     45    -39      3
    75     30    -45     -8
    72     25    -47    -11
    65     21    -44    -12
    55     19    -36     -9
    51     19    -32     -7
    53     20    -33     -7
    65     17    -48    -16
    79     17    -62    -23
   115     39    -76    -19
   118     36    -82    -23
   117     36    -81    -23
   118     41    -77    -18
   126     53    -73    -10
   141     62    -79     -9
   144     52    -92    -20
   179     79   -100    -11
   231    133    -98     18
   260    164    -96     34
   263    169    -94     38
   244    153    -91     31
   230    124   -106      9
   220    101   -119     -9
   215     92   -123    -16
   234    104   -130    -13
   245    108   -137    -15
   251    109   -142    -17
   255    110   -145    -18
   247     95   -152    -29
   271    103   -168    -33
   282     99   -183    -42
   295     97   -198    -51
   297     95   -202    -54
   303     96   -207    -56
   319    103   -216    -57
   340    116   -224    -54
   361    127   -234    -54
   391    138   -253    -58
   384    124   -260    -68
   390    122   -268    -73
   395    123   -272    -75
   395    126   -269    -72
   399    127   -272    -73
   405    115   -290    -88
   418    120   -298    -89
   412    125   -287    -81
   426    126   -300    -87
   435    134   -301    -84
   447    142   -305    -82
   462    146   -316    -85
   596    155   -441   -143
   715    173   -542   -185
   646    189   -457   -134
   608    194   -414   -110
   570    212   -358    -73
   613    208   -405    -99
   621    200   -421   -111
   679    212   -467   -128
   775    219   -556   -169
   770    226   -544   -159
   972    218   -754   -268
   988    220   -768   -274
   892    235   -657   -211
   780    247   -533   -143
   824    259   -565   -153
   980    257   -723   -233
  1109    256   -853   -299
  1036    258   -778   -260
   755    234   -521   -144
   744    224   -520   -148
   799    211   -588   -189
   764    230   -534   -152
   780    262   -518   -128
   838    327   -511    -92
   896    353   -543    -95
   827    326   -501    -88
   760    306   -454    -74
   722    281   -441    -80
   672    244   -428    -92
   767    231   -536   -153
   761    211   -550   -170
   693    180   -513   -167
   665    153   -512   -180
   614    148   -466   -159
   584    131   -453   -161
   526    104   -422   -159
   477     86   -391   -153
   414     68   -346   -139
   353     56   -297   -121
   316     60   -256    -98
   326     58   -268   -105
   329     45   -284   -120
   344     42   -302   -130
   401     50   -351   -151
   381     38   -343   -153
   381     47   -334   -144
   380     63   -317   -127
   355     58   -297   -120
   314     39   -275   -118
   371    116   -255    -70
   315     73   -242    -85
   297     57   -240    -92
   318     51   -267   -108
   351     95   -256    -81
   363    124   -239    -58
   397    144   -253    -55
   480    190   -290    -50
   501    219   -282    -32
   436    202   -234    -16
   400    176   -224    -24
   350    158   -192    -17
