   760    107   -653   -273
   775    101   -674   -287
   770     95   -675   -290
   772     95   -677   -291
   720     81   -639   -279
   660     76   -584   -254
   728     76   -652   -288
   692     69   -623   -277
   558     68   -490   -211
   543     79   -464   -193
   563     83   -480   -199
   580     78   -502   -212
   499     77   -422   -173
   505     74   -431   -179
   543     75   -468   -197
   566     82   -484   -201
   540     78   -462   -192
   532     73   -459   -193
   541     67   -474   -204
   585     85   -500   -208
   585     80   -505   -213
   541     82   -459   -189
   565     80   -485   -203
   570     75   -495   -210
   571     83   -488   -203
   620     90   -530   -220
   647     97   -550   -227
   689    107   -582   -238
   716    103   -613   -255
   696    102   -594   -246
   666    105   -561   -228
   699    114   -585   -236
   686    115   -571   -228
   698    117   -581   -232
   701    117   -584   -234
   672    115   -557   -221
   687    118   -569   -226
   677    110   -567   -229
   664    100   -564   -232
   664    107   -557   -225
   664    112   -552   -220
   649    109   -540   -216
   607     96   -511   -208
   600     85   -515   -215
   565     73   -492   -210
   540     68   -472   -202
   519     65   -454   -195
   505     65   -440   -188
   505     64   -441   -189
   494     63   -431   -184
   461     60   -401   -171
   433     59   -374   -158
   414     60   -354   -147
   393     60   -333   -137
   383     65   -318   -127
   385     68   -317   -125
   383     68   -315   -124
   399     78   -321   -122
   413     79   -334   -128
   412     74   -338   -132
   398     68   -330   -131
   363     65   -298   -117
   358     61   -297   -118
   354     53   -301   -124
   345     47   -298   -126
   329     42   -287   -123
   315     43   -272   -115
   327     48   -279   -116
   339     57   -282   -113
   353     65   -288   -112
   386     69   -317   -124
   412     74   -338   -132
   436     85   -351   -133
   437     76   -361   -143
   444     88   -356   -134
   444     88   -356   -134
   424     79   -345   -133
   422     77   -345   -134
   422     74   -348   -137
   406     72   -334   -131
   385     72   -313   -121
   375     73   -302   -115
   376     73   -303   -115
   375     78   -297   -110
   371     85   -286   -101
   363     83   -280    -99
   357     81   -276    -98
   346     82   -264    -91
   338     83   -255    -86
   326     88   -238    -75
   315     94   -221    -64
   300     94   -206    -56
   274     81   -193    -56
   263     72   -191    -60
   279     82   -197    -58
   298    104   -194    -45
   292    105   -187    -41
   297    116   -181    -33
   319    139   -180    -21
   342    168   -174     -3
   380    196   -184      6
   401    190   -211    -11
   415    185   -230    -23
   413    164   -249    -43
   427    190   -237    -24
   462    225   -237     -6
   384    157   -227    -35
   351    133   -218    -43
   388    130   -258    -64
   398    116   -282    -83
   376    101   -275    -87
   353     98   -255    -79
   359     91   -268    -89
   357     87   -270    -92
   339     95   -244    -75
   344    108   -236    -64
   313    104   -209    -53
   303     80   -223    -72
   356    109   -247    -69
   394    121   -273    -76
