    27     15    -12      2
    32     15    -17     -1
    29     15    -14      1
    30     15    -15      0
    26     14    -12      1
    29     15    -14      1
    32     16    -16      0
    27     15    -12      2
    37     14    -23     -5
    34     17    -17      0
    24     14    -10      2
    32     14    -18     -2
    32     15    -17     -1
    30     15    -15      0
    28     14    -14      0
    30     15    -15      0
    39     19    -20     -1
    42     19    -23     -2
    53     19    -34     -8
    60     21    -39     -9
    54     18    -36     -9
    34     11    -23     -6
    28     10    -18     -4
    38     11    -27     -8
    42     10    -32    -11
    29     11    -18     -4
    28      8    -20     -6
    32      9    -23     -7
    42     14    -28     -7
    36     15    -21     -3
    27     12    -15     -2
    29     10    -19     -5
    35     12    -23     -6
    39     15    -24     -5
    33     14    -19     -3
    33     13    -20     -4
    35     13    -22     -5
    36     13    -23     -5
    33     12    -21     -5
    31     12    -19     -4
    30     13    -17     -2
    36     13    -23     -5
    37     12    -25     -7
    27     11    -16     -3
    27     12    -15     -2
    37     13    -24     -6
    47     16    -31     -8
    52     16    -36    -10
    44     19    -25     -3
    27      8    -19     -6
    32      8    -24     -8
    42     10    -32    -11
    42     10    -32    -11
    39     10    -29    -10
    36     11    -25     -7
    34     10    -24     -7
    40      9    -31    -11
    44      8    -36    -14
    41      8    -33    -13
    42     10    -32    -11
    50     10    -40    -15
    48     10    -38    -14
    38     11    -27     -8
    31     12    -19     -4
    33     12    -21     -5
    43     19    -24     -3
    48     25    -23      1
    39     21    -18      2
    34      9    -25     -8
    32      8    -24     -8
    25      8    -17     -5
    22      4    -18     -7
    22      4    -18     -7
    22      5    -17     -6
    25      5    -20     -8
    22      5    -17     -6
    23      5    -18     -7
    30      6    -24     -9
    41      8    -33    -13
    32      8    -24     -8
    30     10    -20     -5
    27     10    -17     -4
    29     11    -18     -4
    33     17    -16      1
    57     28    -29     -1
    71     36    -35      1
    50     22    -28     -3
    46     10    -36    -13
    36      9    -27     -9
    45     12    -33    -11
    42     10    -32    -11
    44      8    -36    -14
    46      8    -38    -15
    33      8    -25     -9
    23      5    -18     -7
    30     10    -20     -5
    32     12    -20     -4
    26      9    -17     -4
    30     13    -17     -2
    30     15    -15      0
    32     23     -9      7
    35     28     -7     11
    36     22    -14      4
    37     26    -11      8
    34     29     -5     12
    26     17     -9      4
    19      9    -10     -1
    23      9    -14     -3
    24     14    -10      2
    27     16    -11      3
    21     11    -10      1
    20     10    -10      0
    23     11    -12     -1
    26     13    -13      0
    26     13    -13      0
    31     17    -14      2
    32     15    -17     -1
    27     15    -12      2
    28     15    -13      1
    31     14    -17     -2
    24     12    -12      0
    23      9    -14     -3
    25     10    -15     -3
    27     11    -16     -3
    30     14    -16     -1
    29     15    -14      1
    22     10    -12     -1
    30     10    -20     -5
    39     13    -26     -7
    31     13    -18     -3
    43     31    -12     10
    45     35    -10     13
    36     28     -8     10
    31     25     -6     10
    31     27     -4     12
    35     28     -7     11
    35     26     -9      9
    30     21     -9      6
    34     26     -8      9
    33     24     -9      8
    41     31    -10     11
    41     29    -12      9
    33     22    -11      6
    24     16     -8      4
    35     22    -13      5
    32     21    -11      5
    28     18    -10      4
    31     21    -10      6
    34     20    -14      3
    30     16    -14      1
    31     15    -16     -1
    31     20    -11      5
    33     26     -7     10
    33     23    -10      7
    27     17    -10      4
    39     20    -19      1
    50     32    -18      7
    34     26     -8      9
    33     14    -19     -3
    41     14    -27     -7
    56     16    -40    -12
    54     14    -40    -13
    35     13    -22     -5
    27     11    -16     -3
    23     10    -13     -2
    24     10    -14     -2
    46     12    -34    -11
    65     17    -48    -16
    29     16    -13      2
    34     28     -6     11
    39     32     -7     13
    31     29     -2     14
    26     20     -6      7
    42     38     -4     17
    54     53     -1     26
    38     38      0     19
    37     34     -3     16
    39     35     -4     16
    53     43    -10     17
    65     47    -18     15
    50     41     -9     16
    55     44    -11     17
    63     46    -17     15
    76     51    -25     13
    67     65     -2     32
    70     70      0     35
    89     65    -24     21
    98     69    -29     20
   109     93    -16     39
   140    116    -24     46
   169    136    -33     52
   182    144    -38     53
   164    136    -28     54
   164    137    -27     55
   169    140    -29     56
   175    139    -36     52
   166    121    -45     38
   149    111    -38     37
   115     99    -16     42
    84     79     -5     37
    43     29    -14      8
    52     28    -24      2
    56     33    -23      5
    65     41    -24      9
    82     45    -37      4
   116     68    -48     10
   172    113    -59     27
   160    140    -20     60
   102     94     -8     43
    62     47    -15     16
    85     48    -37      6
   148    116    -32     42
   202    166    -36     65
   177    142    -35     54
   153    110    -43     34
   167    127    -40     44
   187    148    -39     55
   216    172    -44     64
   242    212    -30     91
   270    239    -31    104
   255    223    -32     96
   250    212    -38     87
   226    187    -39     74
   250    203    -47     78
   283    232    -51     91
   291    238    -53     93
   262    203    -59     72
   258    196    -62     67
   275    214    -61     77
   255    195    -60     68
   215    151    -64     44
   212    149    -63     43
   238    188    -50     69
   218    186    -32     77
   177    147    -30     59
   165    142    -23     60
   163    141    -22     60
   165    141    -24     59
   148    122    -26     48
   108     82    -26     28
    94     68    -26     21
    87     64    -23     21
    87     65    -22     22
    86     60    -26     17
    79     53    -26     14
    83     51    -32     10
   108     74    -34     20
   116    101    -15     43
   132    114    -18     48
   133    108    -25     42
