    30     15    -15      0
    25     14    -11      2
    28     14    -14      0
    31     14    -17     -2
    25     13    -12      1
    29     14    -15     -1
    27     18     -9      5
    26     17     -9      4
    27     14    -13      1
    27     12    -15     -2
    30     12    -18     -3
    31     10    -21     -6
    33     10    -23     -7
    33     10    -23     -7
    30     11    -19     -4
    29     10    -19     -5
    29     11    -18     -4
    29     14    -15     -1
    27     14    -13      1
    26     13    -13      0
    19     10     -9      1
    19      9    -10     -1
    17     10     -7      2
    48     26    -22      2
    50     32    -18      7
    32     18    -14      2
    33     17    -16      1
    33     19    -14      3
    21     17     -4      7
    23     19     -4      8
    47     33    -14     10
    86     57    -29     14
    50     33    -17      8
    62     49    -13     18
    68     59     -9     25
    64     52    -12     20
    41     37     -4     17
    47     34    -13     11
    68     49    -19     15
    81     64    -17     24
    77     67    -10     29
    77     66    -11     28
    93     68    -25     22
   113     81    -32     25
   127     86    -41     23
   128     85    -43     21
   126     86    -40     23
   136    101    -35     33
   177    122    -55     34
   197    129    -68     31
   186    119    -67     26
   187    119    -68     26
   207    125    -82     22
   216    132    -84     24
   219    136    -83     27
   225    145    -80     33
   250    154    -96     29
   263    161   -102     30
   249    159    -90     35
   248    157    -91     33
   252    155    -97     29
   245    160    -85     38
   233    157    -76     41
   225    147    -78     35
   224    142    -82     30
   212    139    -73     33
   195    126    -69     29
   187    113    -74     20
   179     98    -81      9
   172     93    -79      7
   145     79    -66      7
   113     62    -51      6
    91     50    -41      5
    82     42    -40      1
    93     46    -47     -1
   112     55    -57     -1
   140     70    -70      0
   167     84    -83      1
   183     90    -93     -2
   205    104   -101      2
   220    117   -103      7
   232    121   -111      5
   261    136   -125      6
   283    148   -135      7
   295    153   -142      6
   289    154   -135     10
   278    152   -126     13
   258    139   -119     10
   241    123   -118      3
   229    113   -116     -2
   222    108   -114     -3
   217    107   -110     -2
   217    104   -113     -5
   210     95   -115    -10
   186     87    -99     -6
   158     79    -79      0
   136     69    -67      1
   116     61    -55      3
   102     57    -45      6
    98     53    -45      4
    91     52    -39      7
    84     54    -30     12
   100     67    -33     17
   116     82    -34     24
   168     95    -73     11
   186     88    -98     -5
   182     78   -104    -13
   183     73   -110    -19
   184     70   -114    -22
   197     78   -119    -21
   213     95   -118    -12
   162     56   -106    -25
   201     62   -139    -39
   233     62   -171    -55
   296     75   -221    -73
   345    102   -243    -71
   310     97   -213    -58
   329    103   -226    -62
   319    109   -210    -51
   321    103   -218    -58
   312     95   -217    -61
   310     88   -222    -67
   331     87   -244    -79
   372     87   -285    -99
   335     90   -245    -78
   314     92   -222    -65
   288     91   -197    -53
   294     85   -209    -62
   338     88   -250    -81
   359     95   -264    -85
   376     98   -278    -90
   412    106   -306   -100
   427    112   -315   -102
   416    111   -305    -97
   424    108   -316   -104
   449    106   -343   -119
   437    107   -330   -112
   397    109   -288    -90
   401    118   -283    -83
   468    125   -343   -109
   491    119   -372   -127
   487    102   -385   -142
   469     87   -382   -148
   427     71   -356   -143
   423     84   -339   -128
   406     95   -311   -108
   414     98   -316   -109
   442    108   -334   -113
   459    111   -348   -119
   477    125   -352   -114
   482    135   -347   -106
   490    142   -348   -103
   492    145   -347   -101
   524    154   -370   -108
   541    152   -389   -119
   575    161   -414   -127
   566    165   -401   -118
   572    167   -405   -119
   566    165   -401   -118
   576    154   -422   -134
   583    154   -429   -138
   575    159   -416   -129
   553    160   -393   -117
   533    151   -382   -116
   564    161   -403   -121
   586    176   -410   -117
   578    165   -413   -124
   555    157   -398   -121
   535    163   -372   -105
   561    176   -385   -105
   558    169   -389   -110
   534    138   -396   -129
   492    118   -374   -128
   492    121   -371   -125
   498    140   -358   -109
   503    152   -351   -100
   511    156   -355   -100
   523    161   -362   -101
   519    166   -353    -94
   521    169   -352    -92
   518    167   -351    -92
   515    163   -352    -95
   498    158   -340    -91
   509    159   -350    -96
   502    163   -339    -88
   485    161   -324    -82
   475    150   -325    -88
   474    136   -338   -101
   474    123   -351   -114
   479    113   -366   -127
   477    116   -361   -123
   508    126   -382   -128
   510    131   -379   -124
   486    132   -354   -111
   483    135   -348   -107
   488    130   -358   -114
   506    124   -382   -129
   497    113   -384   -136
   465     99   -366   -134
   464     96   -368   -136
   450     90   -360   -135
   434     84   -350   -133
   439     95   -344   -125
   433    100   -333   -117
   430     97   -333   -118
   416    101   -315   -107
   410    100   -310   -105
   386     79   -307   -114
   361     66   -295   -115
   365     58   -307   -125
   405     77   -328   -126
   439     97   -342   -123
   469    103   -366   -132
   497    110   -387   -139
   501    109   -392   -142
   479     92   -387   -148
   472     90   -382   -146
   456     97   -359   -131
   423     98   -325   -114
   407     93   -314   -111
   401     91   -310   -110
   424     95   -329   -117
   459    116   -343   -114
   475    130   -345   -108
   491    140   -351   -106
   511    167   -344    -89
   483    161   -322    -81
   490    178   -312    -67
   488    185   -303    -59
   494    185   -309    -62
   494    180   -314    -67
   469    160   -309    -75
   470    158   -312    -77
   507    174   -333    -80
   514    175   -339    -82
   511    177   -334    -79
   518    177   -341    -82
   543    172   -371   -100
   556    166   -390   -112
   561    160   -401   -121
   564    142   -422   -140
   575    116   -459   -172
   580    103   -477   -187
   596    102   -494   -196
   599     95   -504   -205
   591     94   -497   -202
   580     93   -487   -197
   589    101   -488   -194
   626    113   -513   -200
   646    128   -518   -195
   653    133   -520   -194
   653    140   -513   -187
   660    159   -501   -171
   660    177   -483   -153
   633    191   -442   -126
   593    189   -404   -108
   571    184   -387   -102
   567    186   -381    -98
   557    185   -372    -94
   557    178   -379   -101
   568    174   -394   -110
   578    173   -405   -116
   610    169   -441   -136
   672    167   -505   -169
   623    172   -451   -140
   571    183   -388   -103
   543    176   -367    -96
   555    183   -372    -95
   584    198   -386    -94
   625    211   -414   -102
   638    205   -433   -114
   650    207   -443   -118
   666    211   -455   -122
   701    221   -480   -130
   760    248   -512   -132
   754    248   -506   -129
   755    232   -523   -146
   734    218   -516   -149
   698    217   -481   -132
   770    282   -488   -103
   834    334   -500    -83
   843    334   -509    -88
   823    326   -497    -86
   780    301   -479    -89
   771    284   -487   -102
   770    285   -485   -100
   752    268   -484   -108
   758    267   -491   -112
   758    263   -495   -116
   750    255   -495   -120
   748    242   -506   -132
   720    222   -498   -138
   703    226   -477   -126
   720    241   -479   -119
   728    235   -493   -129
   694    215   -479   -132
   672    202   -470   -134
   680    201   -479   -139
   671    201   -470   -135
   675    200   -475   -138
   669    186   -483   -149
   644    165   -479   -157
   577    119   -458   -170
   552     90   -462   -186
   590     90   -500   -205
   598    107   -491   -192
   580    105   -475   -185
   568     99   -469   -185
   525     91   -434   -172
   468     94   -374   -140
   472     99   -373   -137
   494    103   -391   -144
   475    104   -371   -134
   446     97   -349   -126
   416     98   -318   -110
   405    106   -299    -97
   392    128   -264    -68
   412    141   -271    -65
