  30,  30, 255, 255
  30,  30, 255, 255
  30,  30, 255, 255
  30,  30, 255, 255
  30,  30, 255, 255
  30,  30, 255, 255
  30,  30, 255, 255
  30,  30, 255, 255
  30,  30, 255, 255
  30,  30, 255, 255
  30,  30, 255, 255
  30,  30, 255, 255
  30,  30, 255, 255
  30,  30, 255, 255
  30,  30, 255, 255
  30,  30, 255, 255
  62,  62, 255, 255
  62,  62, 255, 255
  62,  62, 255, 255
  62,  62, 255, 255
  62,  62, 255, 255
  62,  62, 255, 255
  62,  62, 255, 255
  62,  62, 255, 255
  62,  62, 255, 255
  62,  62, 255, 255
  62,  62, 255, 255
  62,  62, 255, 255
  62,  62, 255, 255
  62,  62, 255, 255
  62,  62, 255, 255
  62,  62, 255, 255
  94,  94, 255, 255
  94,  94, 255, 255
  94,  94, 255, 255
  94,  94, 255, 255
  94,  94, 255, 255
  94,  94, 255, 255
  94,  94, 255, 255
  94,  94, 255, 255
  94,  94, 255, 255
  94,  94, 255, 255
  94,  94, 255, 255
  94,  94, 255, 255
  94,  94, 255, 255
  94,  94, 255, 255
  94,  94, 255, 255
  94,  94, 255, 255
 126, 126, 255, 255
 126, 126, 255, 255
 126, 126, 255, 255
 126, 126, 255, 255
 126, 126, 255, 255
 126, 126, 255, 255
 126, 126, 255, 255
 126, 126, 255, 255
 126, 126, 255, 255
 126, 126, 255, 255
 126, 126, 255, 255
 126, 126, 255, 255
 126, 126, 255, 255
 126, 126, 255, 255
 126, 126, 255, 255
 126, 126, 255, 255
 158, 158, 255, 255
 158, 158, 255, 255
 158, 158, 255, 255
 158, 158, 255, 255
 158, 158, 255, 255
 158, 158, 255, 255
 158, 158, 255, 255
 158, 158, 255, 255
 158, 158, 255, 255
 158, 158, 255, 255
 158, 158, 255, 255
 158, 158, 255, 255
 158, 158, 255, 255
 158, 158, 255, 255
 158, 158, 255, 255
 158, 158, 255, 255
 190, 190, 255, 255
 190, 190, 255, 255
 190, 190, 255, 255
 190, 190, 255, 255
 190, 190, 255, 255
 190, 190, 255, 255
 190, 190, 255, 255
 190, 190, 255, 255
 190, 190, 255, 255
 190, 190, 255, 255
 190, 190, 255, 255
 190, 190, 255, 255
 190, 190, 255, 255
 190, 190, 255, 255
 190, 190, 255, 255
 190, 190, 255, 255
 222, 222, 255, 255
 222, 222, 255, 255
